strYMDH,Time,Wind_Speed_in_kts,Wind_Gust_in_kts,Wind_Direction_in_deg,Visibility_in_mi,Precipitation_in_in,Precipitation_Type,Temperature,Dew_Point,Altimeter_in_in_H
2008-01-12 13,'2008-01-12 01:51 pm CST,9,M,140,10,0,none,39.2,28.4,29.93
2008-01-12 14,'2008-01-12 02:51 pm CST,13,M,150,10,0,none,41,28.4,29.92
2008-01-12 15,'2008-01-12 03:51 pm CST,8,M,150,10,0,none,39.2,28.4,29.93
2008-01-12 16,'2008-01-12 04:51 pm CST,10,M,150,10,0,none,39.2,28.4,29.94
2008-01-12 17,'2008-01-12 05:51 pm CST,7,M,160,10,0,none,37.4,30.2,29.94
2008-01-12 18,'2008-01-12 06:51 pm CST,10,M,150,10,0,none,37.4,30.2,29.95
2008-01-12 19,'2008-01-12 07:51 pm CST,8,M,150,10,0,none,37.4,30.2,29.94
2008-01-12 20,'2008-01-12 08:51 pm CST,7,M,160,10,0,none,37.4,30.2,29.93
2008-01-12 21,'2008-01-12 09:51 pm CST,8,M,160,10,0,none,37.4,30.2,29.93
2008-01-12 22,'2008-01-12 10:51 pm CST,8,M,180,10,0,none,37.4,30.2,29.92
2008-01-12 23,'2008-01-12 11:51 pm CST,6,M,170,8,0,none,35.6,32,29.91
2008-01-13 00,'2008-01-13 12:51 am CST,6,M,190,7,0,none,35.6,32,29.91
2008-01-13 01,'2008-01-13 01:51 am CST,8,M,240,8,0,none,35.6,32,29.91
2008-01-13 02,'2008-01-13 02:51 am CST,8,M,240,4,0,mist,35.6,30.2,29.9
2008-01-13 03,'2008-01-13 03:51 am CST,9,M,260,3,0,mist,33.8,30.2,29.9
2008-01-13 04,'2008-01-13 04:51 am CST,9,M,260,3,0,mist,32,28.4,29.9
2008-01-13 05,'2008-01-13 05:51 am CST,9,M,250,4,0,mist,32,28.4,29.9
2008-01-13 06,'2008-01-13 06:51 am CST,10,M,250,4,0,mist,32,28.4,29.9
2008-01-13 07,'2008-01-13 07:51 am CST,7,M,260,3,0,mist,32,28.4,29.91
2008-01-13 08,'2008-01-13 08:51 am CST,7,M,260,4,0,mist,32,28.4,29.93
2008-01-13 09,'2008-01-13 09:51 am CST,10,M,270,3,0,mist,32,28.4,29.94
2008-01-13 10,'2008-01-13 10:51 am CST,14,M,270,3,0,mist,32,28.4,29.93
2008-01-13 11,'2008-01-13 11:51 am CST,10,M,280,3,0,haze,32,26.6,29.9
2008-01-13 24,'2008-01-13 12:51 pm CST,15,20,280,4,0,haze,32,26.6,29.89
2008-01-13 13,'2008-01-13 01:51 pm CST,14,M,270,7,0,none,30.2,24.8,29.89
2008-01-13 14,'2008-01-13 02:51 pm CST,15,M,280,8,0,none,30.2,24.8,29.9
2008-01-13 15,'2008-01-13 03:51 pm CST,13,M,280,10,0,none,30.2,24.8,29.92
2008-01-13 16,'2008-01-13 04:51 pm CST,10,M,280,7,0,light snow,30.2,24.8,29.94
2008-01-13 17,'2008-01-13 05:51 pm CST,15,20,280,10,0,snow,30.2,23,29.95
2008-01-13 18,'2008-01-13 06:51 pm CST,10,21,270,10,0,none,30.2,23,29.96
2008-01-13 19,'2008-01-13 07:51 pm CST,20,25,280,10,0,none,28.4,21.2,29.97
2008-01-13 20,'2008-01-13 08:51 pm CST,15,M,280,10,0,none,28.4,19.4,29.97
2008-01-13 21,'2008-01-13 09:51 pm CST,15,20,270,10,0,none,28.4,19.4,29.97
2008-01-13 22,'2008-01-13 10:51 pm CST,10,M,270,10,0,none,26.6,19.4,29.96
2008-01-13 23,'2008-01-13 11:51 pm CST,13,21,270,10,0,none,26.6,19.4,29.95
2008-01-14 00,'2008-01-14 12:51 am CST,14,M,290,10,0,none,26.6,19.4,29.95
2008-01-14 01,'2008-01-14 01:51 am CST,13,M,290,10,0,snow,26.6,19.4,29.96
2008-01-14 02,'2008-01-14 02:51 am CST,12,M,290,10,0,none,26.6,17.6,29.96
2008-01-14 03,'2008-01-14 03:51 am CST,14,M,280,10,0,none,24.8,17.6,29.96
2008-01-14 04,'2008-01-14 04:51 am CST,12,M,290,10,0,none,24.8,17.6,29.97
2008-01-14 05,'2008-01-14 05:51 am CST,13,M,290,9,0,light snow,24.8,17.6,29.98
2008-01-14 06,'2008-01-14 06:51 am CST,13,M,280,3,0,light snow,24.8,17.6,29.99
2008-01-14 07,'2008-01-14 07:51 am CST,13,21,280,8,0,snow,24.8,17.6,30
2008-01-14 08,'2008-01-14 08:51 am CST,17,22,290,9,0,none,23,17.6,30.02
2008-01-14 09,'2008-01-14 09:51 am CST,14,21,280,9,0,none,21.2,15.8,30.03
2008-01-14 10,'2008-01-14 10:51 am CST,16,22,280,10,0,none,21.2,15.8,30.04
2008-01-14 11,'2008-01-14 11:51 am CST,12,M,280,10,0,none,23,15.8,30.03
2008-01-14 24,'2008-01-14 12:51 pm CST,14,M,290,10,0,none,24.8,17.6,30.02
2008-01-14 13,'2008-01-14 01:51 pm CST,13,M,270,10,0,none,24.8,17.6,30.01
2008-01-14 14,'2008-01-14 02:51 pm CST,15,M,300,10,0,light snow,24.8,15.8,30.01
2008-01-14 15,'2008-01-14 03:51 pm CST,13,M,280,1,0,light snow,24.8,17.6,30.02
2008-01-14 16,'2008-01-14 04:51 pm CST,9,M,290,2,0,light snow,23,17.6,30.04
2008-01-14 17,'2008-01-14 05:51 pm CST,13,M,300,2,0.02,light snow,21.2,17.6,30.05
2008-01-14 18,'2008-01-14 06:51 pm CST,14,M,300,8,0,light snow,21.2,15.8,30.07
2008-01-14 19,'2008-01-14 07:51 pm CST,12,M,310,10,0,light snow,21.2,15.8,30.08
2008-01-14 20,'2008-01-14 08:51 pm CST,12,M,300,10,0,snow,19.4,12.2,30.08
2008-01-14 21,'2008-01-14 09:51 pm CST,12,M,290,10,0,none,17.6,12.2,30.09
2008-01-14 22,'2008-01-14 10:51 pm CST,13,M,300,10,0,none,17.6,10.4,30.1
2008-01-14 23,'2008-01-14 11:51 pm CST,13,M,290,10,0,none,15.8,8.6,30.09
2008-01-15 00,'2008-01-15 12:51 am CST,10,M,290,10,0,none,15.8,8.6,30.09
2008-01-15 01,'2008-01-15 01:51 am CST,8,M,290,10,0,none,14,6.8,30.09
2008-01-15 02,'2008-01-15 02:51 am CST,10,M,280,10,0,none,12.2,6.8,30.1
2008-01-15 03,'2008-01-15 03:51 am CST,9,M,290,10,0,none,12.2,6.8,30.09
2008-01-15 04,'2008-01-15 04:51 am CST,8,M,290,10,0,none,12.2,6.8,30.09
2008-01-15 05,'2008-01-15 05:51 am CST,10,M,280,10,0,none,12.2,6.8,30.09
2008-01-15 06,'2008-01-15 06:51 am CST,8,M,270,10,0,none,14,8.6,30.1
2008-01-15 07,'2008-01-15 07:51 am CST,7,M,290,10,0,light snow,14,8.6,30.11
2008-01-15 08,'2008-01-15 08:51 am CST,9,M,280,10,0,light snow,15.8,10.4,30.13
2008-01-15 09,'2008-01-15 09:51 am CST,6,M,280,10,0,snow,17.6,10.4,30.15
2008-01-15 10,'2008-01-15 10:51 am CST,7,M,250,10,0,none,19.4,12.2,30.14
2008-01-15 11,'2008-01-15 11:51 am CST,7,M,260,10,0,none,23,14,30.13
2008-01-15 24,'2008-01-15 12:51 pm CST,6,M,,10,0,none,26.6,15.8,30.12
2008-01-15 13,'2008-01-15 01:51 pm CST,,M,,,,M,,,
2008-01-15 14,'2008-01-15 02:51 pm CST,5,M,250,10,0,none,24.8,15.8,30.11
2008-01-15 15,'2008-01-15 03:51 pm CST,8,M,220,10,0,none,24.8,15.8,30.11
2008-01-15 16,'2008-01-15 04:51 pm CST,5,M,250,10,0,none,24.8,15.8,30.12
2008-01-15 17,'2008-01-15 05:51 pm CST,7,M,210,10,0,none,24.8,15.8,30.14
2008-01-15 18,'2008-01-15 06:51 pm CST,,M,,,,M,,,
2008-01-15 19,'2008-01-15 07:51 pm CST,5,M,190,10,0,none,23,15.8,30.15
2008-01-15 20,'2008-01-15 08:51 pm CST,9,M,170,10,0,none,21.2,15.8,30.15
2008-01-15 21,'2008-01-15 09:51 pm CST,9,M,160,10,0,none,21.2,15.8,30.15
2008-01-15 22,'2008-01-15 10:51 pm CST,7,M,180,10,0,none,21.2,15.8,30.16
2008-01-15 23,'2008-01-15 11:51 pm CST,9,M,180,10,0,none,21.2,15.8,30.15
2008-01-16 00,'2008-01-16 12:51 am CST,8,M,170,10,0,none,21.2,15.8,30.15
2008-01-16 01,'2008-01-16 01:51 am CST,10,M,170,10,0,none,21.2,15.8,30.15
2008-01-16 02,'2008-01-16 02:51 am CST,7,M,170,10,0,none,19.4,15.8,30.15
2008-01-16 03,'2008-01-16 03:51 am CST,8,M,170,9,0,none,21.2,15.8,30.15
2008-01-16 04,'2008-01-16 04:51 am CST,9,M,160,10,0,none,21.2,15.8,30.13
2008-01-16 05,'2008-01-16 05:51 am CST,7,M,160,10,0,none,21.2,15.8,30.11
2008-01-16 06,'2008-01-16 06:51 am CST,9,M,160,10,0,none,23,17.6,30.11
2008-01-16 07,'2008-01-16 07:51 am CST,8,M,160,10,0,none,24.8,17.6,30.1
2008-01-16 08,'2008-01-16 08:51 am CST,14,M,170,10,0,none,26.6,19.4,30.11
2008-01-16 09,'2008-01-16 09:51 am CST,16,21,190,10,0,none,30.2,19.4,30.13
2008-01-16 10,'2008-01-16 10:51 am CST,17,23,190,10,0,none,33.8,19.4,30.1
2008-01-16 11,'2008-01-16 11:51 am CST,18,24,200,10,0,none,37.4,21.2,30.08
2008-01-16 24,'2008-01-16 12:51 pm CST,22,26,180,10,0,none,37.4,23,30.04
2008-01-16 13,'2008-01-16 01:51 pm CST,21,28,200,10,0,none,39.2,23,30.04
2008-01-16 14,'2008-01-16 02:51 pm CST,16,M,190,10,0,none,37.4,23,30.05
2008-01-16 15,'2008-01-16 03:51 pm CST,16,23,200,10,0,none,37.4,24.8,30.07
2008-01-16 16,'2008-01-16 04:51 pm CST,13,M,200,10,0,none,35.6,23,30.07
2008-01-16 17,'2008-01-16 05:51 pm CST,12,M,180,10,0,none,33.8,23,30.07
2008-01-16 18,'2008-01-16 06:51 pm CST,13,M,180,10,0,none,33.8,23,30.07
2008-01-16 19,'2008-01-16 07:51 pm CST,10,M,170,10,0,none,33.8,23,30.06
2008-01-16 20,'2008-01-16 08:51 pm CST,10,M,170,10,0,none,32,21.2,30.04
2008-01-16 21,'2008-01-16 09:51 pm CST,10,M,180,10,0,none,32,19.4,30.04
2008-01-16 22,'2008-01-16 10:51 pm CST,8,M,180,10,0,none,30.2,19.4,30.02
2008-01-16 23,'2008-01-16 11:51 pm CST,12,M,180,10,0,none,32,19.4,30.01
2008-01-17 00,'2008-01-17 12:51 am CST,15,M,190,10,0,none,33.8,19.4,30
2008-01-17 01,'2008-01-17 01:51 am CST,10,M,210,10,0,none,32,19.4,29.99
2008-01-17 02,'2008-01-17 02:51 am CST,6,M,200,10,0,none,30.2,21.2,29.96
2008-01-17 03,'2008-01-17 03:51 am CST,5,M,180,10,0,none,30.2,21.2,29.93
2008-01-17 04,'2008-01-17 04:51 am CST,9,M,170,10,0,none,30.2,21.2,29.9
2008-01-17 05,'2008-01-17 05:51 am CST,9,M,180,10,0,none,30.2,21.2,29.88
2008-01-17 06,'2008-01-17 06:51 am CST,9,M,180,10,0,none,30.2,23,29.87
2008-01-17 07,'2008-01-17 07:51 am CST,14,M,180,9,0,none,32,26.6,29.86
2008-01-17 08,'2008-01-17 08:51 am CST,14,M,180,6,0,light snow,33.8,28.4,29.83
2008-01-17 09,'2008-01-17 09:51 am CST,13,M,180,3,0,light snow,33.8,30.2,29.81
2008-01-17 10,'2008-01-17 10:51 am CST,14,22,180,2,0,light snow,33.8,30.2,29.76
2008-01-17 11,'2008-01-17 11:51 am CST,16,22,180,1,0.01,light snow,33.8,30.2,29.72
2008-01-17 24,'2008-01-17 12:51 pm CST,15,M,190,1,0.01,light snow,33.8,30.2,29.67
2008-01-17 13,'2008-01-17 01:51 pm CST,17,25,200,1,0.01,light snow,33.8,30.2,29.64
2008-01-17 14,'2008-01-17 02:51 pm CST,16,30,260,3,0.01,light snow,28.4,24.8,29.67
2008-01-17 15,'2008-01-17 03:51 pm CST,21,32,250,10,0,light snow,21.2,17.6,29.69
2008-01-17 16,'2008-01-17 04:51 pm CST,20,32,260,10,0,light snow,19.4,12.2,29.73
2008-01-17 17,'2008-01-17 05:51 pm CST,25,35,260,10,0,light snow,15.8,8.6,29.77
2008-01-17 18,'2008-01-17 06:51 pm CST,15,29,260,9,0,light snow,15.8,8.6,29.8
2008-01-17 19,'2008-01-17 07:51 pm CST,17,31,250,10,0,light snow,12.2,6.8,29.82
2008-01-17 20,'2008-01-17 08:51 pm CST,20,36,260,10,0,light snow,12.2,5,29.84
2008-01-17 21,'2008-01-17 09:51 pm CST,21,30,260,10,0,light snow,12.2,5,29.88
2008-01-17 22,'2008-01-17 10:51 pm CST,21,30,270,10,0,light snow,12.2,5,29.9
2008-01-17 23,'2008-01-17 11:51 pm CST,20,26,260,10,0,light snow,12.2,5,29.91
2008-01-18 00,'2008-01-18 12:51 am CST,18,25,250,10,0,snow,10.4,3.2,29.93
2008-01-18 01,'2008-01-18 01:51 am CST,14,M,250,10,0,none,8.6,3.2,29.96
2008-01-18 02,'2008-01-18 02:51 am CST,12,M,250,10,0,none,8.6,1.4,29.98
2008-01-18 03,'2008-01-18 03:51 am CST,9,M,250,10,0,none,8.6,1.4,30.01
2008-01-18 04,'2008-01-18 04:51 am CST,6,M,230,10,0,none,8.6,1.4,29.99
2008-01-18 05,'2008-01-18 05:51 am CST,7,M,210,10,0,none,8.6,3.2,30.01
2008-01-18 06,'2008-01-18 06:51 am CST,10,M,220,10,0,none,8.6,3.2,30.02
2008-01-18 07,'2008-01-18 07:51 am CST,12,M,210,10,0,none,10.4,5,30.02
2008-01-18 08,'2008-01-18 08:51 am CST,12,M,220,10,0,none,15.8,6.8,30.03
2008-01-18 09,'2008-01-18 09:51 am CST,13,M,220,10,0,none,17.6,8.6,30.04
2008-01-18 10,'2008-01-18 10:51 am CST,16,22,220,10,0,none,21.2,10.4,30.01
2008-01-18 11,'2008-01-18 11:51 am CST,14,M,230,10,0,none,23,12.2,29.98
2008-01-18 24,'2008-01-18 12:51 pm CST,15,M,210,10,0,none,24.8,15.8,29.96
2008-01-18 13,'2008-01-18 01:51 pm CST,17,24,230,10,0,none,26.6,15.8,29.95
2008-01-18 14,'2008-01-18 02:51 pm CST,15,20,240,10,0,none,26.6,15.8,29.95
2008-01-18 15,'2008-01-18 03:51 pm CST,13,M,260,5,0,light snow,24.8,17.6,29.97
2008-01-18 16,'2008-01-18 04:51 pm CST,9,M,260,2,0,light snow,21.2,17.6,30
2008-01-18 17,'2008-01-18 05:51 pm CST,17,24,280,5,0,light snow,19.4,14,30.02
2008-01-18 18,'2008-01-18 06:51 pm CST,13,22,280,10,0,light snow,17.6,10.4,30.06
2008-01-18 19,'2008-01-18 07:51 pm CST,16,24,310,10,0,snow,14,5,30.1
2008-01-18 20,'2008-01-18 08:51 pm CST,10,M,280,10,0,none,12.2,5,30.11
2008-01-18 21,'2008-01-18 09:51 pm CST,10,M,280,10,0,none,12.2,5,30.13
2008-01-18 22,'2008-01-18 10:51 pm CST,13,22,290,10,0,light snow,8.6,1.4,30.15
2008-01-18 23,'2008-01-18 11:51 pm CST,14,M,290,9,0,light snow,6.8,-0.4,30.17
2008-01-19 00,'2008-01-19 12:51 am CST,12,M,290,10,0,snow,5,-2.2,30.21
2008-01-19 01,'2008-01-19 01:51 am CST,13,M,290,10,0,none,3.2,-5.8,30.21
2008-01-19 02,'2008-01-19 02:51 am CST,14,M,310,10,0,none,1.4,-5.8,30.21
2008-01-19 03,'2008-01-19 03:51 am CST,13,M,300,10,0,none,1.4,-7.6,30.22
2008-01-19 04,'2008-01-19 04:51 am CST,13,M,290,10,0,none,-0.4,-9.4,30.24
2008-01-19 05,'2008-01-19 05:51 am CST,15,M,310,10,0,none,-0.4,-9.4,30.23
2008-01-19 06,'2008-01-19 06:51 am CST,8,18,300,10,0,none,-2.2,-11.2,30.26
2008-01-19 07,'2008-01-19 07:51 am CST,14,M,280,10,0,none,-2.2,-11.2,30.28
2008-01-19 08,'2008-01-19 08:51 am CST,12,M,290,10,0,none,-2.2,-11.2,30.31
2008-01-19 09,'2008-01-19 09:51 am CST,14,M,290,10,0,none,-0.4,-11.2,30.31
2008-01-19 10,'2008-01-19 10:51 am CST,15,21,260,10,0,none,1.4,-9.4,30.32
2008-01-19 11,'2008-01-19 11:51 am CST,16,M,310,10,0,none,3.2,-9.4,30.29
2008-01-19 24,'2008-01-19 12:51 pm CST,15,25,290,10,0,none,3.2,-9.4,30.28
2008-01-19 13,'2008-01-19 01:51 pm CST,18,23,280,10,0,none,3.2,-9.4,30.27
2008-01-19 14,'2008-01-19 02:51 pm CST,15,M,280,10,0,none,3.2,-9.4,30.27
2008-01-19 15,'2008-01-19 03:51 pm CST,14,M,280,10,0,none,3.2,-9.4,30.27
2008-01-19 16,'2008-01-19 04:51 pm CST,14,M,280,10,0,none,1.4,-11.2,30.28
2008-01-19 17,'2008-01-19 05:51 pm CST,15,M,280,10,0,none,-0.4,-11.2,30.28
2008-01-19 18,'2008-01-19 06:51 pm CST,13,M,280,10,0,none,-0.4,-11.2,30.3
2008-01-19 19,'2008-01-19 07:51 pm CST,10,M,280,10,0,none,-0.4,-11.2,30.31
2008-01-19 20,'2008-01-19 08:51 pm CST,13,M,290,10,0,none,-2.2,-13,30.33
2008-01-19 21,'2008-01-19 09:51 pm CST,12,M,280,10,0,none,-2.2,-13,30.33
2008-01-19 22,'2008-01-19 10:51 pm CST,12,M,280,10,0,none,-2.2,-13,30.34
2008-01-19 23,'2008-01-19 11:51 pm CST,12,22,290,10,0,none,-2.2,-13,30.34
2008-01-20 00,'2008-01-20 12:51 am CST,14,M,290,10,0,none,-2.2,-13,30.34
2008-01-20 01,'2008-01-20 01:51 am CST,10,M,290,10,0,none,-4,-13,30.35
2008-01-20 02,'2008-01-20 02:51 am CST,9,M,270,10,0,none,-4,-13,30.38
2008-01-20 03,'2008-01-20 03:51 am CST,7,M,280,10,0,none,-4,-13,30.38
2008-01-20 04,'2008-01-20 04:51 am CST,8,M,290,10,0,none,-5.8,-13,30.38
2008-01-20 05,'2008-01-20 05:51 am CST,9,M,290,10,0,none,-5.8,-13,30.39
2008-01-20 06,'2008-01-20 06:51 am CST,10,M,270,10,0,none,-5.8,-13,30.41
2008-01-20 07,'2008-01-20 07:51 am CST,12,M,250,10,0,none,-5.8,-13,30.45
2008-01-20 08,'2008-01-20 08:51 am CST,9,M,260,10,0,none,-2.2,-11.2,30.48
2008-01-20 09,'2008-01-20 09:51 am CST,9,M,270,10,0,none,-0.4,-11.2,30.5
2008-01-20 10,'2008-01-20 10:51 am CST,14,M,280,10,0,none,3.2,-11.2,30.52
2008-01-20 11,'2008-01-20 11:51 am CST,14,M,270,10,0,none,5,-9.4,30.51
2008-01-20 24,'2008-01-20 12:51 pm CST,15,18,270,10,0,none,6.8,-9.4,30.5
2008-01-20 13,'2008-01-20 01:51 pm CST,13,M,280,10,0,none,8.6,-9.4,30.51
2008-01-20 14,'2008-01-20 02:51 pm CST,14,M,260,10,0,none,8.6,-9.4,30.51
2008-01-20 15,'2008-01-20 03:51 pm CST,9,M,280,10,0,none,8.6,-9.4,30.52
2008-01-20 16,'2008-01-20 04:51 pm CST,9,M,270,10,0,none,6.8,-9.4,30.54
2008-01-20 17,'2008-01-20 05:51 pm CST,6,M,270,10,0,none,6.8,-9.4,30.56
2008-01-20 18,'2008-01-20 06:51 pm CST,7,M,250,10,0,none,6.8,-7.6,30.57
2008-01-20 19,'2008-01-20 07:51 pm CST,6,M,250,10,0,none,5,-5.8,30.58
2008-01-20 20,'2008-01-20 08:51 pm CST,7,M,260,10,0,none,6.8,-7.6,30.59
2008-01-20 21,'2008-01-20 09:51 pm CST,7,M,270,10,0,none,6.8,-7.6,30.59
2008-01-20 22,'2008-01-20 10:51 pm CST,7,M,270,10,0,none,8.6,-7.6,30.6
2008-01-20 23,'2008-01-20 11:51 pm CST,8,M,290,10,0,none,8.6,-7.6,30.6
2008-01-21 00,'2008-01-21 12:51 am CST,7,M,260,10,0,none,8.6,-5.8,30.61
2008-01-21 01,'2008-01-21 01:51 am CST,6,M,290,10,0,none,8.6,-5.8,30.62
2008-01-21 02,'2008-01-21 02:51 am CST,5,M,310,10,0,none,8.6,-5.8,30.62
2008-01-21 03,'2008-01-21 03:51 am CST,3,M,270,10,0,none,8.6,-7.6,30.62
2008-01-21 04,'2008-01-21 04:51 am CST,0,M,0,10,0,none,8.6,-5.8,30.63
2008-01-21 05,'2008-01-21 05:51 am CST,0,M,0,2,0.01,light snow,8.6,1.4,30.63
2008-01-21 06,'2008-01-21 06:51 am CST,0,M,0,3,0,light snow,8.6,3.2,30.63
2008-01-21 07,'2008-01-21 07:51 am CST,3,M,160,2,0.01,light snow,10.4,3.2,30.62
2008-01-21 08,'2008-01-21 08:51 am CST,7,M,150,2,0,light snow,12.2,6.8,30.6
2008-01-21 09,'2008-01-21 09:51 am CST,8,M,150,10,0.01,snow,14,6.8,30.58
2008-01-21 10,'2008-01-21 10:51 am CST,13,M,160,10,0,none,17.6,5,30.54
2008-01-21 11,'2008-01-21 11:51 am CST,10,M,160,10,0,none,19.4,5,30.49
2008-01-21 24,'2008-01-21 12:51 pm CST,14,M,150,10,0,none,21.2,6.8,30.41
2008-01-21 13,'2008-01-21 01:51 pm CST,15,M,160,10,0,none,24.8,6.8,30.35
2008-01-21 14,'2008-01-21 02:51 pm CST,12,M,140,10,0,none,24.8,5,30.3
2008-01-21 15,'2008-01-21 03:51 pm CST,8,M,170,10,0,none,24.8,6.8,30.29
2008-01-21 16,'2008-01-21 04:51 pm CST,12,M,180,9,0,light snow,24.8,10.4,30.28
2008-01-21 17,'2008-01-21 05:51 pm CST,9,M,190,5,0,light snow,24.8,15.8,30.26
2008-01-21 18,'2008-01-21 06:51 pm CST,8,M,170,3,0,light snow,24.8,19.4,30.23
2008-01-21 19,'2008-01-21 07:51 pm CST,7,M,160,3,0.01,light snow,24.8,21.2,30.2
2008-01-21 20,'2008-01-21 08:51 pm CST,8,M,170,2,0.02,light snow,24.8,21.2,30.16
2008-01-21 21,'2008-01-21 09:51 pm CST,7,M,170,1,0.03,light snow,24.8,23,30.13
2008-01-21 22,'2008-01-21 10:51 pm CST,8,M,180,1,0.02,light snow,26.6,23,30.1
2008-01-21 23,'2008-01-21 11:51 pm CST,9,M,190,3,0,light snow,26.6,24.8,30.06
2008-01-22 00,'2008-01-22 12:51 am CST,13,22,200,2,0.01,light snow,28.4,24.8,30
2008-01-22 01,'2008-01-22 01:51 am CST,14,21,210,1,0,light snow,28.4,24.8,29.98
2008-01-22 02,'2008-01-22 02:51 am CST,13,M,220,1,0.01,light snow,28.4,24.8,29.96
2008-01-22 03,'2008-01-22 03:51 am CST,13,M,220,3,0,light snow,28.4,24.8,29.94
2008-01-22 04,'2008-01-22 04:51 am CST,12,M,230,6,0,light snow,28.4,24.8,29.93
2008-01-22 05,'2008-01-22 05:51 am CST,22,M,330,2,0.02,light snow,23,19.4,29.95
2008-01-22 06,'2008-01-22 06:51 am CST,16,M,330,3,0.01,light snow,19.4,14,29.99
2008-01-22 07,'2008-01-22 07:51 am CST,16,M,330,8,0,light snow,15.8,10.4,30.04
2008-01-22 08,'2008-01-22 08:51 am CST,17,24,320,10,0,snow,14,6.8,30.08
2008-01-22 09,'2008-01-22 09:51 am CST,13,M,320,10,0,none,14,6.8,30.11
2008-01-22 10,'2008-01-22 10:51 am CST,14,M,300,10,0,none,15.8,6.8,30.13
2008-01-22 11,'2008-01-22 11:51 am CST,13,M,300,10,0,none,15.8,6.8,30.14
2008-01-22 24,'2008-01-22 12:51 pm CST,12,M,270,10,0,none,15.8,6.8,30.12
2008-01-22 13,'2008-01-22 01:51 pm CST,15,23,270,10,0,none,15.8,3.2,30.11
2008-01-22 14,'2008-01-22 02:51 pm CST,13,23,250,10,0,none,15.8,3.2,30.09
2008-01-22 15,'2008-01-22 03:51 pm CST,21,28,260,10,0,none,12.2,-0.4,30.1
2008-01-22 16,'2008-01-22 04:51 pm CST,13,22,250,10,0,none,10.4,-0.4,30.1
2008-01-22 17,'2008-01-22 05:51 pm CST,15,25,250,10,0,none,10.4,-0.4,30.1
2008-01-22 18,'2008-01-22 06:51 pm CST,14,M,240,10,0,none,10.4,1.4,30.1
2008-01-22 19,'2008-01-22 07:51 pm CST,13,M,250,10,0,none,10.4,1.4,30.09
2008-01-22 20,'2008-01-22 08:51 pm CST,12,20,240,10,0,none,10.4,1.4,30.09
2008-01-22 21,'2008-01-22 09:51 pm CST,12,M,240,10,0,none,10.4,3.2,30.09
2008-01-22 22,'2008-01-22 10:51 pm CST,13,M,260,10,0,none,12.2,3.2,30.08
2008-01-22 23,'2008-01-22 11:51 pm CST,10,18,260,10,0,none,10.4,1.4,30.08
2008-01-23 00,'2008-01-23 12:51 am CST,8,M,260,10,0,none,10.4,1.4,30.09
2008-01-23 01,'2008-01-23 01:51 am CST,7,M,260,10,0,none,8.6,1.4,30.09
2008-01-23 02,'2008-01-23 02:51 am CST,8,M,260,10,0,none,6.8,-0.4,30.08
2008-01-23 03,'2008-01-23 03:51 am CST,5,M,260,10,0,none,6.8,-0.4,30.08
2008-01-23 04,'2008-01-23 04:51 am CST,6,M,260,10,0,none,5,-0.4,30.07
2008-01-23 05,'2008-01-23 05:51 am CST,7,M,270,10,0,none,5,-0.4,30.08
2008-01-23 06,'2008-01-23 06:51 am CST,6,M,280,10,0,none,6.8,-0.4,30.08
2008-01-23 07,'2008-01-23 07:51 am CST,6,M,290,10,0,none,6.8,-0.4,30.08
2008-01-23 08,'2008-01-23 08:51 am CST,6,M,300,10,0,none,8.6,-0.4,30.1
2008-01-23 09,'2008-01-23 09:51 am CST,6,M,270,4,0,light snow,8.6,1.4,30.11
2008-01-23 10,'2008-01-23 10:51 am CST,6,M,270,2,0,light snow,10.4,3.2,30.12
2008-01-23 11,'2008-01-23 11:51 am CST,5,M,250,2,0,light snow,12.2,5,30.09
2008-01-23 24,'2008-01-23 12:51 pm CST,7,M,270,6,0,light snow,12.2,6.8,30.07
2008-01-23 13,'2008-01-23 01:51 pm CST,3,M,270,7,0,light snow,14,6.8,30.05
2008-01-23 14,'2008-01-23 02:51 pm CST,6,M,290,2,0,light snow,14,6.8,30.05
2008-01-23 15,'2008-01-23 03:51 pm CST,0,M,0,1,0.01,light snow,14,8.6,30.04
2008-01-23 16,'2008-01-23 04:51 pm CST,5,M,280,2,0.01,light snow,14,8.6,30.05
2008-01-23 17,'2008-01-23 05:51 pm CST,8,M,290,2,0.01,light snow,12.2,8.6,30.07
2008-01-23 18,'2008-01-23 06:51 pm CST,8,M,310,2,0,light snow,12.2,6.8,30.08
2008-01-23 19,'2008-01-23 07:51 pm CST,10,M,310,10,0.01,snow,10.4,3.2,30.07
2008-01-23 20,'2008-01-23 08:51 pm CST,13,M,340,10,0,none,8.6,3.2,30.08
2008-01-23 21,'2008-01-23 09:51 pm CST,15,M,330,10,0,none,8.6,1.4,30.09
2008-01-23 22,'2008-01-23 10:51 pm CST,13,M,330,10,0,none,6.8,1.4,30.1
2008-01-23 23,'2008-01-23 11:51 pm CST,12,M,330,10,0,none,5,-0.4,30.11
2008-01-24 00,'2008-01-24 12:51 am CST,14,M,330,10,0,none,3.2,-2.2,30.11
2008-01-24 01,'2008-01-24 01:51 am CST,12,M,310,10,0,none,1.4,-5.8,30.13
2008-01-24 02,'2008-01-24 02:51 am CST,10,M,300,10,0,none,-0.4,-9.4,30.15
2008-01-24 03,'2008-01-24 03:51 am CST,12,M,310,10,0,none,-2.2,-11.2,30.17
